2.1384826|140.13499|129.39000|48.091999|439.77499|480.45560|480.88300|478.24254|0.0000000|1531177.0|1572572.0|920.00610|919.53470
2.1300545|139.98399|128.89999|48.292999|439.85901|453.62740|454.41750|452.89417|0.0000000|1531128.0|1573094.0|919.94200|919.79830
2.1193488|140.60300|129.44501|47.604000|439.20700|431.53980|432.65640|430.29533|0.0000000|1531007.0|1572524.0|920.02840|919.37090
2.1064450|139.11501|127.82900|46.030998|437.45700|411.57040|411.17630|410.39861|0.0000000|1532254.0|1573408.0|920.47570|919.04160
2.0960080|138.84801|127.06600|46.478001|437.44601|391.02760|392.65210|390.94206|0.0000000|1531671.0|1573604.0|920.00930|918.87830
2.0879572|139.11900|127.77500|47.528999|438.87601|376.99230|373.82320|373.93593|0.0000000|1531568.0|1573346.0|919.83720|919.56860
2.0766067|139.78600|128.55499|48.386002|439.72299|364.01199|363.61970|361.78555|0.0000000|1530945.0|1572924.0|919.80360|919.57300
2.0676149|138.95500|127.83600|47.455002|438.88699|352.22320|353.46090|351.24475|0.0000000|1531366.0|1573400.0|919.69700|919.61300
2.0565167|139.78300|128.46201|46.749001|437.99600|341.05940|341.66160|339.49666|0.0000000|1531031.0|1572667.0|920.03680|918.90840
2.0358612|139.62801|128.20500|47.349998|438.64099|323.42610|323.02810|321.51486|0.0000000|1531541.0|1573088.0|920.07600|919.39290
2.0273333|140.82201|129.28000|48.894001|440.09601|313.08280|314.59010|312.29476|0.0000000|1530272.0|1572659.0|919.75380|919.69640
2.0187025|140.37601|128.83800|49.085999|440.27802|306.29599|307.35460|305.45573|0.0000000|1529938.0|1572582.0|919.57930|919.64390
2.0073470|140.60500|129.14999|47.758999|439.00900|304.75430|305.09000|302.99031|0.0000000|1530470.0|1573570.0|919.68440|919.82320
1.9980675|138.80000|127.53400|46.275002|437.74899|296.57790|296.30760|295.39042|0.0000000|1532153.0|1573447.0|920.25940|919.15050
1.9888874|139.72301|128.29900|47.676998|438.75400|293.85590|293.74620|292.65267|0.0000000|1531424.0|1573289.0|919.95330|919.53370
1.9808098|140.22200|128.71500|47.888000|439.10199|289.97570|289.44830|288.60940|0.0000000|1531021.0|1573100.0|919.93160|919.53020
1.9726914|139.78600|128.36301|48.476002|439.70599|285.75590|284.35740|284.09578|0.0000000|1530643.0|1573082.0|919.66150|919.66630
1.9619297|139.02800|127.33300|48.109001|439.03500|281.55701|281.66060|280.46998|0.0000000|1532250.0|1573377.0|920.28760|919.51280
1.9531331|139.78700|128.37801|47.769001|439.01001|276.97160|278.65710|277.38456|0.0000000|1531337.0|1572849.0|919.92370|919.34490
1.9453914|140.76801|129.50000|48.834000|439.97299|275.69240|275.76250|274.81743|0.0000000|1530194.0|1571845.0|919.67440|919.22240
1.9376656|140.06700|128.61800|48.507999|439.67001|275.30690|274.60300|273.14284|0.0000000|1530178.0|1573184.0|919.45200|919.71530
1.9273473|140.05400|128.69099|47.598000|438.89700|271.41320|273.28420|271.14095|0.0000000|1530634.0|1573099.0|919.63310|919.46230
1.9207785|139.49500|128.19400|46.722000|437.99799|270.29660|270.60310|269.37959|0.0000000|1531259.0|1573849.0|920.01910|919.59080
1.9106169|139.52299|128.10699|47.415001|438.64600|266.47880|267.83850|266.70335|0.0000000|1532248.0|1573001.0|920.43830|919.34350
1.9033212|139.39301|128.12000|48.264000|439.60599|264.88380|266.55110|264.55337|0.0000000|1531297.0|1572802.0|919.90380|919.47490
1.8942809|140.02000|128.53600|48.808998|439.95300|264.25380|263.24010|262.41733|0.0000000|1531034.0|1572289.0|920.07710|919.29560
1.8879765|140.37399|128.80299|48.320999|439.35001|261.22730|261.24650|261.41498|0.0000000|1530724.0|1572955.0|919.82710|919.51660
1.8782743|141.63400|130.25301|47.630001|438.88300|260.12900|261.07880|260.20050|0.0000000|1530132.0|1572240.0|919.67430|919.45560
1.8721480|139.31500|127.98300|47.757000|439.03101|259.07240|260.15910|258.46822|0.0000000|1531823.0|1573239.0|920.04810|919.58480
1.8634569|139.16200|127.78900|48.962002|440.22198|257.76430|259.10890|257.11580|0.0000000|1531451.0|1573190.0|920.22470|919.74250
1.8564822|138.20900|126.77800|47.709000|438.93600|256.43820|257.72180|255.49027|0.0000000|1532385.0|1573991.0|920.22210|919.70280
1.8473132|139.89500|128.67799|47.737999|439.12701|255.24570|255.35690|254.40848|0.0000000|1531270.0|1573000.0|919.93580|919.47790
1.8397389|139.65100|128.23000|48.207001|439.42300|255.29230|255.81640|254.30750|0.0000000|1531193.0|1572866.0|919.86950|919.47910
1.8331235|139.03300|127.50800|48.441002|439.54099|251.91510|251.53799|251.60645|0.0000000|1530889.0|1574390.0|919.61310|920.26300
1.8249105|139.69701|128.23199|48.874001|440.02701|251.92760|252.69060|251.10433|0.0000000|1530599.0|1573312.0|919.80070|919.87480
1.8175563|139.67000|128.31700|48.230999|439.47900|249.92520|250.70000|249.16374|0.0000000|1531292.0|1573160.0|919.93760|919.66740
1.8111325|139.50200|128.06799|48.549000|439.83600|248.95300|249.84310|248.32388|0.0000000|1532062.0|1573466.0|920.50550|919.89840
1.8046691|139.15401|127.65100|47.867001|438.97400|248.99530|249.70210|247.98077|0.0000000|1532036.0|1573135.0|920.14410|919.45880
1.7906090|139.46700|128.16299|47.686001|438.99600|249.46140|248.93900|247.57332|0.0000000|1531703.0|1573702.0|920.01960|919.84390
1.7828978|139.87801|128.55400|48.070999|439.41199|249.86630|250.08680|248.26861|0.0000000|1531468.0|1573753.0|920.08590|919.98760
1.7767690|140.59000|129.18800|48.650002|440.00601|249.87020|249.46320|248.89320|0.0000000|1530582.0|1573158.0|919.83970|919.93550
1.7684825|140.18600|128.80901|47.473999|438.79001|249.25880|250.61099|248.41815|0.0000000|1530563.0|1573184.0|919.66810|919.49080
1.7617165|140.72900|129.35001|48.099998|439.42099|247.09060|246.34850|245.58826|0.0000000|1530487.0|1573048.0|919.74370|919.68690
1.7565620|139.74300|128.47800|47.723999|439.09399|246.52930|243.30360|243.95059|0.0000000|1531515.0|1572586.0|920.01290|919.22350
1.7492067|140.19200|128.68700|47.432999|438.64301|243.88280|244.63000|242.79086|0.0000000|1530664.0|1573241.0|919.74460|919.46510
1.7434033|140.04500|128.54800|47.182999|438.44400|241.16540|240.67980|240.64337|0.0000000|1531355.0|1574181.0|920.18560|919.94510
1.7361839|139.73700|128.26900|47.589001|438.74600|242.45500|243.01210|241.84735|0.0000000|1531268.0|1573334.0|919.87780|919.55880
1.7304874|139.67900|128.42799|46.992001|438.29999|239.96620|242.93510|240.88882|0.0000000|1531262.0|1573310.0|920.03750|919.38850
1.7241609|140.39301|128.93600|47.699001|438.90799|242.16520|242.79440|241.52882|0.0000000|1530800.0|1573448.0|919.83470|919.68260
