1.5488085|146.99500|136.87601|57.973000|448.74899|347.18880|352.01650|346.30804|0.0000000|1348168.0|1389644.0|812.47240|812.85800
1.5446991|146.99001|136.89700|58.403000|449.19299|351.10300|354.24110|348.42562|0.0000000|1348491.0|1389265.0|812.65310|812.91050
1.5141252|148.78999|138.76601|58.462002|449.38300|341.36070|345.67499|338.72535|0.0000000|1348007.0|1387763.0|812.16250|812.78410
1.5103527|149.15800|139.22900|59.334000|449.87100|343.53770|347.77460|341.92816|0.0000000|1348516.0|1387248.0|812.21620|813.08290
1.5056292|149.78900|139.81300|59.792000|450.49600|336.10750|338.83390|333.80011|0.0000000|1348566.0|1385737.0|812.14710|812.87480
1.5018858|148.67000|138.66400|60.199001|450.91800|334.23960|339.62320|333.10450|0.0000000|1348657.0|1386641.0|812.08890|813.28400
1.4980808|149.30099|139.20200|59.840000|450.89700|330.00830|334.70830|328.16378|0.0000000|1348758.0|1386230.0|812.17120|813.25610
1.4934925|150.55901|140.44000|59.464001|450.16000|324.20150|326.94950|321.31137|0.0000000|1348327.0|1385958.0|812.15670|812.80110
1.4898617|150.64600|140.65199|60.275002|451.02301|335.55770|337.56780|332.61910|0.0000000|1348010.0|1385400.0|811.77970|813.24600
1.4853437|150.72301|140.67999|60.629002|451.36401|327.22560|331.83380|326.29515|0.0000000|1348193.0|1384787.0|811.73710|813.14300
1.4809772|150.30400|140.24899|59.799000|450.62399|316.95700|320.45690|313.88222|0.0000000|1348127.0|1385597.0|811.96130|813.02830
1.4774316|150.34100|140.25301|61.127998|451.71500|310.87601|314.38210|308.49446|0.0000000|1348809.0|1384584.0|811.88250|813.28680
1.4730751|150.89000|140.84399|60.895000|451.79901|304.58230|310.77630|304.44920|0.0000000|1348543.0|1384800.0|811.73610|813.42840
1.4691413|151.02100|140.98900|60.226002|451.19299|302.00340|304.70380|299.46588|0.0000000|1348167.0|1385233.0|811.83260|813.20780
1.4652922|150.82001|140.77901|61.450001|452.19299|295.88599|299.93370|293.91898|0.0000000|1348640.0|1384450.0|811.50580|813.53230
1.4614447|150.07300|139.97800|61.366001|452.10501|290.79540|293.94560|289.03117|0.0000000|1348853.0|1384366.0|811.82420|813.34190
1.4576532|149.98500|139.95300|60.632999|451.49301|284.34150|289.05840|283.05511|0.0000000|1348556.0|1385031.0|811.99510|813.36760
1.4543186|150.78200|140.70399|59.877998|450.58200|279.47070|284.39540|277.79376|0.0000000|1348222.0|1385716.0|811.99950|813.02880
1.4464472|150.36000|140.32201|60.520000|451.28000|273.89801|277.53630|271.98959|0.0000000|1348439.0|1384853.0|811.96750|813.15570
1.4431864|150.39301|140.36900|61.070999|451.79300|269.51590|273.31100|267.83093|0.0000000|1348594.0|1384509.0|811.77890|813.30000
1.4398949|151.40900|141.37900|61.094002|451.85699|266.87130|270.95620|265.23176|0.0000000|1348643.0|1384562.0|811.61880|813.31360
1.4355403|151.02901|140.94299|60.778999|451.28101|264.91450|268.90020|263.27309|0.0000000|1348543.0|1385185.0|811.77400|813.26570
1.4319922|150.90800|140.87300|60.284000|451.16901|260.99960|265.69350|260.31883|0.0000000|1348332.0|1385255.0|811.92520|813.23470
1.4284444|150.28200|140.26801|60.037998|450.72299|258.29430|263.39180|257.29024|0.0000000|1348291.0|1385471.0|812.01120|813.04920
1.4253265|150.42200|140.36000|60.384998|451.03900|255.69350|259.76930|254.58938|0.0000000|1348274.0|1385339.0|811.89950|813.24890
1.4214763|150.95799|140.89301|60.691002|451.33499|252.85470|257.48930|252.12435|0.0000000|1348594.0|1385165.0|811.87670|813.30510
1.4180301|151.54401|141.50700|59.622002|450.49899|252.00660|256.18520|250.49934|0.0000000|1348248.0|1386191.0|811.92740|813.16910
